Word,Frequencies
escreveram,7317
enchia,7318
espargirão,7319
partirá,7320
offerecerdes,7321
tripas,7322
peccarem,7323
degola,7324
violentamente,7325
d’alguem,7326
pôz,7327
apertou,7328
poz-lhe,7329
cumprirem,7330
comestes,7331
porco,7332
barbatanas,7333
poupa,7334
saltar,7335
contamineis,7336
amarello,7337
lavada,7338
log,7339
expiará,7340
purificará,7341
designado,7342
entrara,7343
sagrado,7344
parenta,7345
descobrir,7346
chegarás,7347
colherás,7348
differente,7349
Pelos,7350
encha,7351
sanctificae-vos,7352
fazei-os,7353
matareis,7354
contaminará,7355
compridos,7356
apartem,7357
aleijado,7358
tostado,7359
contareis,7360
inteiras,7361
salgueiros,7362
Ordena,7363
fileira,7364
declaração,7365
vendem,7366
fugireis,7367
desfarão,7368
derreterão,7369
geras,7370
Sedeur,7371
Selumiel,7372
Surisaddai,7373
Suhar,7374
Helon,7375
d’Ammihud,7376
Pedazur,7377
Gideoni,7378
Pagiel,7379
Eliasaph,7380
esquadrão,7381
marcharão,7382
bandeiras,7383
põe-n’a,7384
sobejaram,7385
ministrava,7386
administração,7387
Dois,7388
accesas,7389
sanctifiquei,7390
purificaram,7391
milicia,7392
retinindo,7393
aperta,7394
leves,7395
manso,7396
enviou-os,7397
Sammua,7398
cacho,7399
amalequitas,7400
perdoaste,7401
soffrerei,7402
murmuram,7403
consumirão,7404
procuraes,7405
irritaram,7406
offereciam,7407
escreverás,7408
vacca,7409
beberemos,7410
destroem,7411
Ajunta,7412
Medeba,7413
honrados,7414
fiqueis,7415
estreito,7416
abençoaste,7417
vale,7418
obrado,7419
exalçará,7420
Peor,7421
settas,7422
Sittim,7423
retirará,7424
d’Eleazar,7425
gileaditas,7426
tiraria,7427
estanho,7428
achámos,7429
destruireis,7430
crianças,7431
teremos,7432
Sibma,7433
aguilhões,7434
atirar,7435
casaram,7436
havieis,7437
quizestes,7438
prestes,7439
subistes,7440
Elath,7441
vivaes,7442
HE,7443
provocar,7444
espalhará,7445
buscares,7446
guardes,7447
introduzido,7448
girgaseos,7449
fosses,7450
mandará,7451
pasmo,7452
destruas,7453
adquiriu,7454
lançarás,7455
quebrei,7456
terriveis,7457
temporã,7458
sirvaes,7459
Gerizim,7460
Tende,7461
buscareis,7462
entrastes,7463
corço,7464
veado,7465
desarraigar,7466
prodigio,7467
rebeldia,7468
incitaram,7469
fendida,7470
peitas,7471
d’arvores,7472
ensinarem,7473
testificar,7474
acabarem,7475
guerrear,7476
auctor,7477
lavrado,7478
pendurado,7479
differentes,7480
condemnarão,7481
apanhados,7482
pá,7483
cunhada,7484
suscitar,7485
n’estas,7486
prosperarás,7487
salve,7488
desfallecerão,7489
attentará,7490
haverem,7491
fazer-vos,7492
desarreigados,7493
remotas,7494
alegrar-se,7495
proposto,7496
devorados,7497
cobriste,7498
veneno,7499
apressam,7500
metteram,7501
Bemdita,7502
prantearam,7503
poente,7504
medita,7505
prepara,7506
voltem,7507
ribanceiras,7508
corriam,7509
facas,7510
prepucios,7511
grita,7512
reedificar,7513
descida,7514
transgrediu,7515
morando,7516
tememos,7517
Azeka,7518
muitissimos,7519
deixarem,7520
Dor,7521
d’Hamath,7522
Kiriathaim,7523
Rekem,7524
Baala,7525
Timna,7526
Acsa,7527
superiores,7528
d’Asdod,7529
Engedi,7530
quinhão,7531
ferrados,7532
envie,7533
Hosa,7534
Estaol,7535
andasse,7536
déssem,7537
Gibbethon,7538
ficavam,7539
receio,7540
edificando,7541
observar,7542
comeis,7543
temei,7544
Sois,7545
escolhestes,7546
viveram,7547
migalhas,7548
deixavam,7549
julgava,7550
attrahe,7551
keneos,7552
martello,7553
carregado,7554
mostrar-te-hei,7555
bemdita,7556
livrei,7557
derriba,7558
Levantando-se,7559
apazigua,7560
rabiscos,7561
abrolhos,7562
fornicou,7563
declara,7564
lembrae-vos,7565
pisaram,7566
sombras,7567
desprezaste,7568
rogamos,7569
angustiou,7570
amalekita,7571
maravilhosamente,7572
estarem,7573
searas,7574
caudas,7575
havendo-me,7576
trahido,7577
poderias,7578
daneos,7579
Entrando,7580
alegre-se,7581
jejuaram,7582
quatrocentas,7583
abertura,7584
lh’as,7585
Elimelech,7586
voltarem,7587
estrangeira,7588
trabalhei,7589
saias,7590
nenhuns,7591
embriagada,7592
concedeu,7593
exulta,7594
Eram,7595
caldeira,7596
julgarão,7597
fazendo-se,7598
fugi,7599
vexação,7600
sacrificando,7601
voltava,7602
Abia,7603
perverteram,7604
formos,7605
prophetizarão,7606
prophetizarás,7607
Jabez-gilead,7608
vela,7609
clamarei,7610
pedirmos,7611
aproveitam,7612
Trazei-me,7613
saudar,7614
Traze,7615
favo,7616
Espera,7617
capacete,7618
escudeiro,7619
tornasse,7620
enviava,7621
cantando,7622
esconde-te,7623
prophetizando,7624
Anda,7625
maltratado,7626
indo-se,7627
deixava,7628
prevaricação,7629
viveres,7630
derramaste,7631
Achinoam,7632
visse,7633
desterrado,7634
perturbado,7635
indignaram,7636
despojar,7637
annuncial-o,7638
derrota,7639
motivo,7640
retirando-se,7641
feriu-o,7642
cingi-vos,7643
pedreiros,7644
amoreiras,7645
alegrias,7646
edificaes,7647
guarnições,7648
usarei,7649
consoladores,7650
informado,7651
observado,7652
successo,7653
bebia,7654
levantaste,7655
Entretanto,7656
serias,7657
fecha,7658
d’Absalão,7659
Tornou,7660
estendia,7661
levaria,7662
archita,7663
fructas,7664
serviria,7665
tornassem,7666
cachorros,7667
risco,7668
porteiro,7669
promptamente,7670
perversamente,7671
morreria,7672
discernir,7673
cantoras,7674
pegada,7675
aplacou,7676
voou,7677
descobriram,7678
mostras,7679
nobre,7680
Heles,7681
retira,7682
Abisag,7683
desçam,7684
dizer-te,7685
voltado,7686
assentasse,7687
elegeste,7688
poude,7689
soldada,7690
encostos,7691
preparadas,7692
aperfeiçoou,7693
vigas,7694
grossas,7695
lirios,7696
grossura,7697
fundidos,7698
perfumadores,7699
sagrados,7700
proceder,7701
supplicarem,7702
andem,7703
invocado,7704
dá-lhes,7705
encurvaram,7706
munições,7707
restaram,7708
enigmas,7709
rasgarei,7710
silonita,7711
castigou,7712
Ás,7713
guerreou,7714
confirmando,7715
Semer,7716
acabará,7717
mostra-te,7718
estejamos,7719
invocae,7720
invocarei,7721
responde-me,7722
Nimsi,7723
revista,7724
tira-me,7725
ficado,7726
veria,7727
augmenta,7728
Tua,7729
vivificar,7730
invocará,7731
saltou,7732
nadar,7733
atados,7734
vivificou,7735
lança-o,7736
Teve,7737
buraco,7738
pediam,7739
salvador,7740
Kir,7741
Gozan,7742
atalaias,7743
Sepharvaim,7744
Sanherib,7745
partido,7746
Cus,7747
Verdade,7748
assolaram,7749
feno,7750
feiticeiros,7751
rejeitar,7752
governa,7753
Ram,7754
Tekoa,7755
Ishi,7756
Sesan,7757
Pelatias,7758
Rephaias,7759
Azrikam,7760
Akkub,7761
Delaias,7762
Ezer,7763
Zaccur,7764
Ishar,7765
d’Elkana,7766
Amasai,7767
Rapha,7768
Asel,7769
Immer,7770
Talmon,7771
Jahaziel,7772
rodela,7773
Salva-nos,7774
grandezas,7775
remir,7776
remiste,7777
Rehabias,7778
Jerias,7779
oitava,7780
Pedaias,7781
propuz,7782
esquadrinha,7783
construcção,7784
edifique,7785
sanctificaram,7786
cerrar,7787
arredores,7788
confiando,7789
instruir,7790
ensinaram,7791
arabios,7792
julgaes,7793
assusteis,7794
desarreigar,7795
inquirição,7796
altamente,7797
d’Uzias,7798
excepto,7799
vestiram,7800
ouvida,7801
beneficio,7802
casta,7803
sacrificado,7804
ensinavam,7805
condemnou,7806
remedio,7807
Pahath-moab,7808
d’Elam,7809
Bebai,7810
Besai,7811
d’Immer,7812
acabada,7813
mudar,7814
renda,7815
Joiarib,7816
entraes,7817
faça-se,7818
voltei,7819
trabalharam,7820
fechaduras,7821
sacudi,7822
procuraram,7823
choreis,7824
bebei,7825
verdadeiras,7826
converteram,7827
superintendente,7828
remove,7829
celeste,7830
d’Esther,7831
d’Hammedatha,7832
agagita,7833
escaparás,7834
perecendo,7835
aposento,7836
estendem,7837
temanita,7838
suhita,7839
exultam,7840
gemidos,7841
derramam,7842
descançado,7843
ensinaste,7844
faiscas,7845
tapa,7846
torrões,7847
desfaz,7848
vestirão,7849
sinto,7850
responderia,7851
formaram,7852
edosos,7853
escondes,7854
amarguras,7855
brotará,7856
rogos,7857
pequenas,7858
occulta,7859
puros,7860
parem,7861
quebranto,7862
zombam,7863
socego,7864
pare,7865
desejamos,7866
intentos,7867
injustamente,7868
escondem,7869
integridade,7870
proferir,7871
chorarão,7872
cabana,7873
comparar,7874
diadema,7875
alcançado,7876
ouvisse,7877
escreva,7878
regos,7879
donos,7880
zombaria,7881
d’entendimento,7882
perturbados,7883
accrescenta,7884
satisfeito,7885
calma,7886
covis,7887
perguntarei,7888
Ouve-me,7889
alcança,7890
reprehendas,7891
oh,7892
escuras,7893
regozijará,7894
abalado,7895
multiplicarão,7896
ensinam,7897
vistas,7898
noivo,7899
postas,7900
alongues,7901
adorarão,7902
reter,7903
seguirão,7904
levanto,7905
Ensina-me,7906
espiando,7907
labaredas,7908
Amae,7909
esperaes,7910
regozijae-vos,7911
temores,7912
largos,7913
Perto,7914
desolado,7915
cales,7916
lisongeia,7917
empresta,7918
desarreigada,7919
desfallecido,7920
quizeste,7921
desfallece,7922
espalhaste,7923
mude,7924
assombrados,7925
terrestres,7926
gloriam,7927
PE,7928
louvam,7929
glorificará,7930
glorias,7931
corrompe,7932
Mictam,7933
castigará,7934
perversidades,7935
vigilias,7936
cantarão,7937
Bemdizei,7938
pertencem,7939
fortalece,7940
profundeza,7941
acceitavel,7942
tremam,7943
bramam,7944
fezes,7945
notoria,7946
mostrando,7947
appetite,7948
choveu,7949
expulsou,7950
devoraram,7951
vallados,7952
estejas,7953
tufão,7954
approxima,7955
profanarem,7956
despojam,7957
rega,7958
leõesinhos,7959
deitam,7960
opportuno,7961
Nossos,7962
remidos,7963
semeiam,7964
louvo,7965
profundas,7966
derribados,7967
vantagem,7968
preguiça,7969
saciar,7970
adultéra,7971
contenciosa,7972
enganosa,7973
perece,7974
diligente,7975
prevaricadores,7976
embaixador,7977
erram,7978
entenderá,7979
voará,7980
redemptor,7981
Compra,7982
ais,7983
basilisco,7984
olharão,7985
dita,7986
desleal,7987
vomito,7988
appliquei,7989
trabalhou,7990
fadiga,7991
gozar,7992
plantar,7993
nardo,7994
assopra,7995
peccadora,7996
castigados,7997
purificarei,7998
espantosa,7999
exalçado,8000
soldado,8001
enfeite,8002
alagamento,8003
sublime,8004
fraldas,8005
Siloé,8006
impetuosas,8007
guiados,8008
brenha,8009
deixados,8010
renovo,8011
Pathros,8012
uivo,8013
lembraste,8014
titulo,8015
fechará,8016
romperá,8017
formidaveis,8018
bebados,8019
crer,8020
perguntam,8021
Senacherib,8022
Clama,8023
entendam,8024
futuras,8025
manifeste,8026
outrem,8027
inutil,8028
esqueceu,8029
desviarão,8030
tropeços,8031
maravilhou-se,8032
horto,8033
final,8034
lamentará,8035
Considerae,8036
moram,8037
pensavam,8038
commettem,8039
amargosamente,8040
descobrirei,8041
amaram,8042
detestaveis,8043
perpetuos,8044
namorados,8045
entendereis,8046
Gemarias,8047
espalhei,8048
designios,8049
adornada,8050
aleijados,8051
Hanameel,8052
auto,8053
rechabitas,8054
arrependido,8055
Tahpanhes,8056
perdidas,8057
prepararão,8058
féras,8059
console,8060
AIN,8061
Vê,8062
levou-me,8063
cinta,8064
habitadas,8065
rebocam,8066
adulteras,8067
cachorrinhos,8068
mercadorias,8069
anzoes,8070
revelar,8071
milhões,8072
desfeito,8073
significa,8074
Oseas,8075
curava,8076
lançavam,8077
aboboreira,8078
Apascenta,8079
pousada,8080
celleiro,8081
Arrependei-vos,8082
repudiar,8083
devedores,8084
jejuam,8085
Acautelae-vos,8086
pratica,8087
rogando-lhe,8088
approximaram,8089
maravilhou,8090
interrogaram,8091
sabendo-o,8092
quizeramos,8093
açoitado,8094
dirigiu-se,8095
lembraes,8096
interrogou,8097
conservo,8098
rogava-lhe,8099
concedido,8100
difficilmente,8101
murmuravam,8102
Amigo,8103
chamando-os,8104
cadeiras,8105
deixando-o,8106
censura,8107
pretexto,8108
deveis,8109
vigilancia,8110
trahia,8111
negarás,8112
varapaus,8113
galileo,8114
nazareno,8115
Barrabás,8116
solte,8117
audiencia,8118
glorificaram,8119
expulsar,8120
baptizava,8121
tocasse,8122
resuscitasse,8123
padeça,8124
creio,8125
Eil-o,8126
vigiae,8127
ore,8128
barcos,8129
rogou-lhe,8130
resuscitam,8131
resuscite,8132
consummado,8133
D’outra,8134
minas,8135
tentações,8136
Verbo,8137
crês,8138
Caná,8139
dizemos,8140
adorem,8141
havendo-lhes,8142
duvidando,8143
Pamphylia,8144
christãos,8145
combatendo,8146
diaconos,8147
fixando,8148
Tarso,8149
disputava,8150
esmolas,8151
sentidos,8152
Derbe,8153
incredulos,8154
Philippos,8155
Thyatira,8156
Jason,8157
Athenas,8158
Italia,8159
testificando,8160
Demetrio,8161
Diana,8162
ephesios,8163
Aristarcho,8164
navegámos,8165
romano,8166
temperança,8167
ignoreis,8168
corruptivel,8169
manifestação,8170
incorrupção,8171
abunde,8172
estaveis,8173
opera,8174
Dou,8175
prégamos,8176
participante,8177
abundeis,8178
Sauda-vos,8179
PRIMEIRA,8180
descrente,8181
ajuntaes,8182
membro,8183
efficaz,8184
SEGUNDA,8185
escrever-vos,8186
fabulas,8187
UNIVERSAL,8188
eleita,8189
amamos,8190
vidro,8191
livrinho,8192
PRIMEIRO,8193
vasia,8194
fructifera,8195
enchei,8196
Façamos,8197
vapor,8198
d’essa,8199
tornes,8200
irou-se,8201
jaz,8202
esconderei,8203
contenderá,8204
corrompida,8205
betume,8206
acabarás,8207
terceiros,8208
cresceram,8209
excessivamente,8210
traze,8211
Put,8212
Babel,8213
Lud,8214
edifiquemos,8215
caminhou,8216
Sul,8217
Feriu,8218
capacidade,8219
aparta-te,8220
carvalhaes,8221
Siddim,8222
Doze,8223
elle),8224
Salem,8225
Salvo,8226
anima,8227
grandissimo,8228
hei-de,8229
partiu-os,8230
desciam,8231
paria,8232
Egypcia,8233
impedido,8234
deu-a,8235
desprezada,8236
numerosa,8237
AO,8238
fallára,8239
ouviu-o,8240
aggravado,8241
mates,8242
cozeu,8243
amanhecer,8244
tirando-os,8245
pares,8246
sentiu,8247
errante,8248
nascera,8249
tornaremos,8250
pôl-a,8251
escolhida,8252
Zohar,8253
Machpelah,8254
adiantado,8255
quererá,8256
seguir-me,8257
jurou-lhe,8258
acabasse,8259
abaixou,8260
Irás,8261
derem,8262
fallar-te,8263
despediram,8264
possua,8265
cobriu-se,8266
Joksan,8267
Henoch,8268
comprara,8269
Misma,8270
villas,8271
castellos,8272
cumprindo-se,8273
lentilhas,8274
obedeceu,8275
matem,8276
cavou,8277
porfiaram,8278
alargou,8279
chamou-o,8280
escureceram,8281
traze-m’o,8282
trouxe-o,8283
Foi-se,8284
topo,8285
votou,8286
deitados,8287
Nachor,8288
attendeu,8289
amará,8290
hajas,8291
experimentado,8292
testificará,8293
malhadas,8294
descobrindo,8295
enfraqueceu,8296
Viu,8297
reconhece,8298
contendeu,8299
bando,8300
achardes,8301
lucta,8302
abençoares,8303
instou,8304
calou-se,8305
dote,8306
fôrdes,8307
ajuntar-se-hão,8308
sepultada,8309
Basemath,8310
Lotan,8311
Dishon,8312
Onam,8313
Bilhan,8314
reinaram,8315
Husam,8316
Shaul,8317
Baal-hanan,8318
Achbor,8319
sonhei,8320
viremos,8321
chegasse,8322
livral-o,8323
ishmaelitas,8324
Tornando,8325
consolarem,8326
viuvez,8327
lenço,8328
venhamos,8329
fugira,8330
escarnecer,8331
fallou-lhe,8332
Porem,8333
enforcou,8334
brotavam,8335
perturbou-se,8336
contou-lhes,8337
conhecida,8338
determinada,8339
provimento,8340
On,8341
numeração,8342
esquecer,8343
descei,8344
desastre,8345
vindes,8346
Enviae,8347
levae,8348
requerido,8349
entendia,8350
tivessemos,8351
detido,8352
trazel-o,8353
Saindo,8354
fallaremos,8355
Tendes,8356
Trazei-m’o,8357
pasmados,8358
vendestes,8359
restam,8360
sustentarei,8361
descerei,8362
Guni,8363
Jezer,8364
adoece,8365
nasci,8366
contaminaste,8367
congregarão,8368
fardos,8369
accommetterá,8370
gordo,8371
d’Israel),8372
cumprem,8373
falleis,8374
transportar,8375
hebreas,8376
fortaleceu,8377
contendiam,8378
Reuel,8379
sacrifiquemos,8380
pedirá,8381
visinha,8382
ensinarei,8383
endurecerei,8384
estalagem,8385
desviou-se,8386
afflige,8387
torneis,8388
diminuireis,8389
apertavam,8390
açoitados,8391
dando-lhes,8392
dar-lhes,8393
lembrei,8394
Nepheg,8395
Assir,8396
fedeu,8397
virou-se,8398
ferira,8399
sacrifiquem,8400
deixares,8401
ulceras,8402
pedistes,8403
graves,8404
escureceu,8405
espessas,8406
cheguemos,8407
peça,8408
visinho,8409
assentar-se,8410
sacrificará,8411
umbreiras,8412
estiverdes,8413
Levae,8414
apressando-se,8415
quebrareis,8416
mettido,8417
Migdol,8418
mudou-se,8419
acampados,8420
morrermos,8421
Cantarei,8422
exaltarei,8423
Lançou,8424
estremecerão,8425
pasmarão,8426
murmurou,8427
ordenação,8428
codornizes,8429
sobejava,8430
sabor,8431
tentaes,8432
Massah,8433
capazes,8434
propriedade,8435
subaes,8436
prolonguem,8437
cubiçarás,8438
buril,8439
punho,8440
afugentado,8441
amaldiçoarás,8442
ser-me-heis,8443
encontrares,8444
recolherás,8445
descançarás,8446
apontado,8447
inclinarás,8448
lancem,8449
N’um,8450
Pouco,8451
cheguem,8452
obedeceremos,8453
servidor,8454
Defronte,8455
pratos,8456
couceiras,8457
brazeiros,8458
metterão,8459
faixas,8460
administre,8461
sacerdotaes,8462
fieira,8463
carbunculo,8464
trança,8465
separará,8466
campainhas,8467
campainha,8468
sanctificarem,8469
administrem,8470
moverás,8471
ungidos,8472
sanctificarei,8473
tecto,8474
accendendo,8475
canella,8476
aromatica,8477
sanctissimas,8478
aromaticas,8479
arte,8480
moendo,8481
arrepende-te,8482
vencidos,8483
peccastes,8484
Povo,8485
chamou-a,8486
Irá,8487
apascentem,8488
cortareis,8489
tirava,8490
Pro,8491
obraram,8492
entrega,8493
uniu,8494
espivitadores,8495
caldeirões,8496
fundiu,8497
ajuntassem,8498
atar,8499
chegavam,8500
Levantou,8501
punhado,8502
cozida,8503
sertã,8504
apresentará,8505
fizerem,8506
notificado,8507
denunciar,8508
temerariamente,8509
confessará,8510
costuma,8511
offerecessem,8512
sarar,8513
brotou,8514
rasgados,8515
raso,8516
examinar,8517
parecem,8518
dizei-lhes,8519
cavalgar,8520
padece,8521
sanctificará,8522
annual,8523
extirparei,8524
andareis,8525
Fareis,8526
ajuntar-se,8527
sacrificardes,8528
sacrificareis,8529
segarás,8530
reprehender,8531
permittirás,8532
crimes,8533
começar,8534
sanctificam,8535
profanareis,8536
solemnes,8537
houverdes,8538
affligir,8539
pronunciou,8540
levassem,8541
empobrecer,8542
raça,8543
invalidar,8544
executará,8545
espantarão,8546
desembainharei,8547
tomarem,8548
consumil-os,8549
mudará,8550
Elizur,8551
Abidan,8552
Dehuel,8553
Ahira,8554
d’Enan,8555
declararam,8556
d’Amminadab,8557
Conta,8558
pavilhão,8559
Senhor),8560
tocarão,8561
d’Ithamar,8562
total,8563
restituir,8564
apanhada,8565
amaldiçoante,8566
escreverá,8567
execute,8568
guedelhas,8569
subitamente,8570
perdidos,8571
d’Eliab,8572
purificarão,8573
purificarás,8574
celebração,8575
Segunda,8576
ausentes,8577
seriamos,8578
privados,8579
quebrarão,8580
Faze-te,8581
congregará,8582
ajuntando,8583
midianita,8584
ardeu,8585
fresco,8586
mata-me,8587
chorastes,8588
saimos,8589
Seria,8590
Hazeroth,8591
enviareis,8592
Ammiel,8593
esforçae-vos,8594
espiaram,8595
Rehob,8596
deram-lhes,8597
ribeira,8598
voltemos,8599
perseverou,8600
tornae-vos,8601
permittido,8602
caireis,8603
desviastes,8604
injuria,8605
apanhando,8606
franjas,8607
crear,8608
perecemos,8609
dir-lhes-has,8610
espargida,8611
faze-os,8612
attentar,8613
Abarim,8614
Zered,8615
Pisga,8616
pelejado,8617
amaldiçoado,8618
desembainhada,8619
zombaste,8620
matara,8621
prophecias,8622
revogar,8623
ditos,8624
bateu,8625
atravessou,8626
consumi,8627
Zur,8628
enganaram,8629
Machla,8630
Hogla,8631
Isa,8632
valiosos,8633
roubaram,8634
seiscentas,8635
pedem,8636
errantes,8637
Beth-jesimoth,8638
fazer-lhes,8639
repartirão,8640
Ammihud,8641
acolha,8642
casará,8643
possui,8644
Tomae-vos,8645
respondestes,8646
virae-vos,8647
estivestes,8648
abelhas,8649
numeroso,8650
jurara,8651
desviarei,8652
escapasse,8653
d’outras,8654
Salcha,8655
pedi,8656
Beth-peor,8657
fazerdes,8658
guardeis,8659
ensinado,8660
ides,8661
temerem,8662
viverem,8663
ensinarão,8664
ensinasse,8665
cheiram,8666
buscarás,8667
alcançarem,8668
escolhera,8669
introduzir,8670
matasse,8671
Golan,8672
manassitas,8673
accrescentou,8674
Tornae-vos,8675
edificaste,8676
encheste,8677
jurarás,8678
doenças,8679
pereçam,8680
t’as,8681
secura,8682
resgataste,8683
faze-te,8684
ames,8685
pertencia,8686
horta,8687
beneficios,8688
desvieis,8689
amando,8690
pisar,8691
escolherá,8692
pozeres,8693
Após,8694
tema,8695
pelicano,8696
credor,8697
dominarão,8698
clame,8699
lembrar-te-has,8700
celebra,8701
encurvar,8702
queixadas,8703
derrame,8704
arma,8705
estabelecerá,8706
cuidou,8707
torne-se,8708
homem),8709
dobrada,8710
comilão,8711
beberrão,8712
entregarás,8713
Fóra,8714
jornal,8715
cunhado,8716
trouxeres,8717
dar-nos,8718
esqueci,8719
exaltar,8720
desprezar,8721
turbação,8722
malignas,8723
maravilha,8724
entenderás,8725
apertará,8726
delicada,8727
bebestes,8728
Zeboim,8729
dizeres,8730
fiques,8731
nomeia,8732
comparecer,8733
ponde-vos,8734
engordará,8735
bebeste,8736
Jeshurun,8737
estremeceram,8738
despertarei,8739
peçonha,8740
escondida,8741
Andae,8742
dormiram,8743
fechar,8744
encontrem,8745
puzer,8746
passassem,8747
pararão,8748
perguntarem,8749
significam,8750
subam,8751
cercando,8752
enviámos,8753
turbeis,8754
consagrados,8755
Entrae,8756
dares,8757
ficarmos,8758
furtaram,8759
apercebidos,8760
assignalado,8761
distante,8762
Beeroth,8763
Enviaram,8764
ajuda-nos,8765
Ajalon,8766
movesse,8767
enforcados,8768
sitiou,8769
victorias,8770
d’Hebron,8771
Taanach,8772
Jokneam,8773
Sihor,8774
expellir,8775
d’Hinnom,8776
d’Enak,8777
persuadiu,8778
Zanoah,8779
Asan,8780
Samir,8781
Socoh,8782
ephraimitas,8783
estreitas,8784
corta-o,8785
negligentes,8786
Japhia,8787
Rechob,8788
Gath-rimmon,8789
Beser,8790
ide-vos,8791
enviando-os,8792
Zera,8793
poderiam,8794
deixemos,8795
andámos,8796
pelejemos,8797
opprimiam,8798
traspassou,8799
Cusan-risathaim,8800
libertou,8801
socegou,8802
Jemini,8803
fechadas,8804
keneo,8805
Retira-te,8806
retira-te,8807
Põe-te,8808
buscas,8809
tiram,8810
ficaste,8811
bordados,8812
desappareceu,8813
conveniente,8814
t’os,8815
provarei,8816
lamberam,8817
reteve,8818
transtornou,8819
cantaros,8820
Oreb,8821
chamas,8822
alcance,8823
Vedes,8824
mataria,8825
levianos,8826
ungir,8827
espinheiro,8828
usastes,8829
d’Ebed,8830
dizias,8831
cavalgavam,8832
Tob,8833
combater,8834
adufes,8835
chamaste,8836
conceberás,8837
declarei,8838
tição,8839
feriu-os,8840
Lechi,8841
mataremos,8842
amarrado,8843
amargoso,8844
Jebus,8845
tendo-se,8846
retiraram-se,8847
infallivelmente,8848
passada,8849
ranchos,8850
chameis,8851
tirarem,8852
nasceste,8853
sobejou,8854
aba,8855
afamado,8856
visinhas,8857
pilar,8858
degolaram,8859
tropeçavam,8860
enriquece,8861
prevalecerá,8862
queimarem,8863
cortarei,8864
moeda,8865
valia,8866
encubras,8867
Afek,8868
jubilou,8869
dores,8870
ratos,8871
tratado,8872
cofre,8873
fenderam,8874
entristeceu,8875
bello,8876
Aonde,8877
elegido,8878
restituirei,8879
peque,8880
Tinham,8881
enxadas,8882
acharam-se,8883
d’Ahitub,8884
matava,8885
estaremos,8886
tomados,8887
general,8888
retirae-vos,8889
traspassado,8890
rasgado,8891
mente,8892
arrepende,8893
dó,8894
beth-lehemita,8895
Diga,8896
busquem,8897
Buscae-me,8898
Dae-me,8899
desceste,8900
paus,8901
atirou,8902
perseguirem,8903
tangendo,8904
Dez,8905
fica-te,8906
alegraste,8907
trazerem,8908
favoravel,8909
doidices,8910
desgostoso,8911
armar,8912
Vira-te,8913
saqueiam,8914
eiras,8915
permaneceu,8916
Jesimon,8917
poupou,8918
pague,8919
montou,8920
incita,8921
prevalecerás,8922
cesse,8923
habitaria,8924
confiava,8925
consulta,8926
enganado,8927
constrangeram,8928
pozemos,8929
atravessados,8930
escarneçam,8931
lança-te,8932
ensinassem,8933
avisos,8934
declinou,8935
desviar-se,8936
Rispa,8937
entraste,8938
Fazei-o,8939
comesse,8940
malfeitor,8941
Rekab,8942
beerothita,8943
augmentando,8944
Baal-perasim,8945
rompe,8946
d’Obed-edom,8947
prepararei,8948
completos,8949
revelaste,8950
fazendo-os,8951
soccorrer,8952
Ahilud,8953
linha,8954
passeando,8955
lava,8956
Escreveu,8957
esforça,8958
compadeceu,8959
ungi,8960
chorei,8961
cala-te,8962
mulo,8963
Fallarei,8964
Bahurim,8965
aconselhou,8966
trouxesse,8967
enviae,8968
vistos,8969
pesar,8970
fogem,8971
serieis,8972
sustentado,8973
pedires,8974
queira,8975
(ora,8976
enforcaram,8977
Sibbechai,8978
cingiram,8979
tirou-me,8980
apartei,8981
desviei,8982
artelhos,8983
Haverá,8984
brota,8985
apezar,8986
armará,8987
hararita,8988
Abiezer,8989
husathita,8990
ahohita,8991
netophathita,8992
numera,8993
Jazer,8994
Haggith,8995
mula,8996
Pede,8997
attentando,8998
dominava,8999
veados,9000
preparativos,9001
Afóra,9002
preparavam,9003
olearia,9004
esculpturas,9005
apparelhos,9006
trabalhava,9007
cercava,9008
estabelecer,9009
confessarem,9010
obrámos,9011
exaltada,9012
pavez,9013
tiravam,9014
sacrificavam,9015
aconselhaes,9016
pelejareis,9017
Morrendo,9018
acabe,9019
escandalosos,9020
d’Ahias,9021
Tibni,9022
dividiu,9023
trigesimo,9024
Sarepta,9025
mandasse,9026
tomasse,9027
segui-o,9028
ponham,9029
rego,9030
offerecendo-se,9031
saissem,9032
decurso,9033
humilha,9034
Imla,9035
queixo,9036
Azuba,9037
perguntae,9038
Baal-zebub,9039
n’algum,9040
zombavam,9041
fronteiras,9042
ferindo,9043
Pedi,9044
Cinge,9045
lendo,9046
rasgaste,9047
perdoe,9048
mande,9049
Fere,9050
atropellou,9051
rendas,9052
tantas,9053
Traição,9054
aios,9055
solemne,9056
obraste,9057
matavam,9058
mettiam,9059
cardo,9060
refens,9061
d’Azarias,9062
Pul,9063
Pekaia,9064
ruins,9065
adivinhações,9066
transportado,9067
transportaram,9068
inclinareis,9069
confiou,9070
menores,9071
tendo-o,9072
zomba,9073
affrontaste,9074
hortaliça,9075
plantae,9076
ampararei,9077
accrescentarei,9078
procederem,9079
Ahikam,9080
Hulda,9081
humilhaste,9082
Neco,9083
Joachin,9084
tomando-os,9085
Salma,9086
Descendentes,9087
Sealthiel,9088
Messullam,9089
Hattus,9090
Kos,9091
Ziza,9092
Simri,9093
espaçosa,9094
bellicosos,9095
Abisua,9096
Bukki,9097
